"player","white_games","black_games","total"
"LilTjayfanclub4","8","6","14"
"lyzeer","8","6","14"
"Mikaevsky","6","8","14"
"MiNiMpRo","7","7","14"
"MrBest2012","7","7","14"
"NathanBaraka","7","7","14"
"nazarovdmitrii","6","8","14"
"Nikita_Golikov_2011","6","8","14"
"o-l-l-l-l-l-l-o","6","8","14"
"olanlarinkarmasi","8","6","14"
"one_from_none","7","7","14"
"ozleyen_kedi","7","7","14"
"Patrontag","8","6","14"
"PEJMG19","6","8","14"
"rainingspider_2006","7","7","14"
"ranita977","7","7","14"
"Rayan224","7","7","14"
"s1tnix1","7","7","14"
"siyah_at","8","6","14"
"Smrtniprstic","7","7","14"
"Srivishnu2013","8","6","14"
"Taniushka","7","7","14"
"Taras7373","7","7","14"
"vijaya2503","7","7","14"
"xyxcxyxc","7","7","14"
"zbchess121","9","5","14"
"AGM23032011","6","7","13"
"AleksKir","7","6","13"
"Alexandr25e","6","7","13"
"Art2015","7","6","13"
"AugustusGotfield","7","6","13"
"Avleen28","7","6","13"
"CARLOSSANDOVAL2024","6","7","13"
"Chesswarrior31","7","6","13"
"Contriver_313","8","5","13"
"cp9cp9","7","6","13"
"d4-Kf6","6","7","13"
"DaniSkSK","6","7","13"
"dat1wierdo","5","8","13"
"Dieguito_Magnusiton","6","7","13"
"dor_depel","7","6","13"
"DrMasterstein2012","6","7","13"
"Elysium69","8","5","13"
"FedeZ3-3","7","6","13"
"hatemholaibi","6","7","13"
"hj2187","7","6","13"
"Hombergpatzer","7","6","13"
"ILoveToDateGirls","6","7","13"
"iluvlilith","7","6","13"
"KorayKa","7","6","13"
"krutARTh_kARKala","6","7","13"
"Lakshchess1234","7","6","13"
"Leonid3121","6","7","13"
"MarioAA","7","6","13"
"marius8905","7","6","13"
"mastranion","4","9","13"
"Meris15054","7","6","13"
"Nettunop","6","7","13"
"Nurse_Researcher","8","5","13"
"One_xadrez1","7","6","13"
"Purple1szed","6","7","13"
"Sasa120130","6","7","13"
"Shogun_Thang","7","6","13"
"SIR-pierobetalleluz","7","6","13"
"slipper31","5","8","13"
"Smurfaurll","6","7","13"
"StrwWall","6","7","13"
"Tamanxa","7","6","13"
"TimofeiKhar2011","7","6","13"
"Tlaloco","7","6","13"
"tungoljosh29","7","6","13"
"VaccChess2","7","6","13"
"vinxed","7","6","13"
"wgoto744","6","7","13"
"Aarish2805","6","6","12"
"Aditya-Beast","6","6","12"
"AghaMiti","6","6","12"
"Ali_142","6","6","12"
"appetentminnow","5","7","12"
"Arab2727","8","4","12"
"aynaz457","7","5","12"
"Barsa_Abasi","5","7","12"
"Brainiac_legend","6","6","12"
"chaniykachesskevin","5","7","12"
"Cugulukqv","6","6","12"
"DashinCore","6","6","12"
"DcG33100","5","7","12"
"De-ashi-barai02","5","7","12"
"Duluur_Fedorov","5","7","12"
"FARUK_ULUSS","5","7","12"
"ferdrio2020","5","7","12"
"fernandojes","5","7","12"
"FrtTrhnc","6","6","12"
"grigore_ureche","6","6","12"
"Harun_the_Genius","7","5","12"
"hermislopez","5","7","12"
"HGMS-278","6","6","12"
"Higmmina","5","7","12"
"Iplayoncheesedotcom","6","6","12"
"JesusPinto","6","6","12"
"jurttyn_balasy","6","6","12"
"Kenula_Wijepala","7","5","12"
"KINGJAHLAAL","4","8","12"
"Lefty1987","7","5","12"
"Lithumonly","5","7","12"
"Lohithengalla","7","5","12"
"Maksim-92","6","6","12"
"MrCrik","5","7","12"
"nemolius","6","6","12"
"nikiilesh","7","5","12"
"nurettin3322","4","8","12"
"Paulgutierrez_17-z4","6","6","12"
"peter1985","6","6","12"
"RoyalChess2013TR","6","6","12"
"s8778","6","6","12"
"seyedjamal","6","6","12"
"ShayrmaKamil","7","5","12"
"shupyshupy","7","5","12"
"TheBitcoin","5","7","12"
"thegsela","7","5","12"
"toylion","6","6","12"
"UltrabulletSpeeeedyy","6","6","12"
"Yasin_s","7","5","12"
"AaryaValera","6","5","11"
"aasthik","6","5","11"
"Alekseytver","6","5","11"
"Alexiee","5","6","11"
"amateurmaster6","5","6","11"
"Anon581","5","6","11"
"aristotelito","7","4","11"
"Aryan_Balachander","5","6","11"
"Bantalguling","5","6","11"
"basharchess123","5","6","11"
"Baudelaire456","6","5","11"
"bobo1961","6","5","11"
"By_may_way","6","5","11"
"caiogoulart","5","6","11"
"ChesslaiQ","6","5","11"
"Chesss76893929837728","6","5","11"
"David_is_back","7","4","11"
"davitglontiia","5","6","11"
"Divena013","6","5","11"
"dkolbcd","6","5","11"
"dr460nf1r3_007","5","6","11"
"Drago_06","5","6","11"
"elrincondelopez","5","6","11"
"EmmanuelGrgg","7","4","11"
"ERNEST_1","6","5","11"
"Felisinde","9","2","11"
"Forni103","6","5","11"
"ga-rav09_123","6","5","11"
"GarinichYura","5","6","11"
"Garris51","6","5","11"
"gmating","5","6","11"
"granddebutant","6","5","11"
"Harshaath090309","5","6","11"
"imsuryansh","5","6","11"
"IpCon","5","6","11"
"JevilKnife","4","7","11"
"Joan2015","6","5","11"
"julIo_boLbochan","4","7","11"
"King_Snake2023","6","5","11"
"KingofKings6","5","6","11"
"LLE3APb","6","5","11"
"mhmdahmd2","6","5","11"
"MicroWavedPotato0395","6","5","11"
"Mochos","8","3","11"
"MockingbirdRf","5","6","11"
"Mustard__Seed","5","6","11"
"MY-2009","6","5","11"
"Nedelko_Nikita","5","6","11"
"NeverBetAgainstHouse","7","4","11"
"Nithishsanthosh","5","6","11"
"Olivier_Gawlik","5","6","11"
"osamof1000","6","5","11"
"pranavgupta141","6","5","11"
"Protgen","5","6","11"
"qarizMa35","5","6","11"
"RRH_2022","5","6","11"
"RUKA_YPALA_MISHKI","5","6","11"
"Santi373","5","6","11"
"Santiagodm","6","5","11"
"Schachmachtschwach","2","9","11"
"seyidov_grandmaster2","5","6","11"
"TargetPorshe","3","8","11"
"TINOTINA","5","6","11"
"tomoo25","6","5","11"
"Tymooonn","6","5","11"
"ZombiePlayz89","5","6","11"
"AarP14","5","5","10"
"Account4fun77","7","3","10"
"Alex_0667","5","5","10"
"alidurden","4","6","10"
"arinkitty","6","4","10"
"asgerh","5","5","10"
"baker609","7","3","10"
"barcaf","5","5","10"
"Bilgehansatranc","5","5","10"
"Blazinq","5","5","10"
"blitzcopter","6","4","10"
"Brttyu","5","5","10"
"BsMaster","5","5","10"
"Bullero97","7","3","10"
"Caetanoliguelpapa","5","5","10"
"cambridgenotoxford","6","4","10"
"carlsen-murat","5","5","10"
"cOnGoMaD1234","5","5","10"
"de666vansh","6","4","10"
"deepug2021","5","5","10"
"Docwisper","5","5","10"
"efecim","5","5","10"
"Eilef","5","5","10"
"emilliope","6","4","10"
"ezisking","6","4","10"
"Faiaz_Mahmud","4","6","10"
"Farid-X","6","4","10"
"GattoChess","6","4","10"
"Giacomo_Vaghi","5","5","10"
"gRadeLYCrickEt","5","5","10"
"Hurricane_Freya","4","6","10"
"Jatsenkoim","4","6","10"
"Keyserval1","4","6","10"
"KN0226","5","5","10"
"kosmasnahak100p","4","6","10"
"Lalev","5","5","10"
"larichey","5","5","10"
"LUIS197710","4","6","10"
"MateMeBabe","5","5","10"
"metinyetkin","6","4","10"
"MironMiron2014","5","5","10"
"mouse4life","5","5","10"
"MysteriousFatih63","4","6","10"
"NedelkAlexsey","5","5","10"
"Neuflesh","4","6","10"
"nic9002","5","5","10"
"Proof2171","5","5","10"
"Radwansedo","5","5","10"
"reflection111","5","5","10"
"RMCA","5","5","10"
"rsptg1","5","5","10"
"RyanG_9","6","4","10"
"saipranav14","5","5","10"
"sharatrajesh","5","5","10"
"Sihela","5","5","10"
"slxmm","5","5","10"
"SOUROVChess","5","5","10"
"StMichael1","4","6","10"
"Suvorov1728","5","5","10"
"Tathagata_Chess8810","5","5","10"
"vmorghulis","5","5","10"
"Yoavdizznuts","6","4","10"
"YT58","5","5","10"
"AbhinavBhattacharyya","4","5","9"
"Abirav25","5","4","9"
"adityasuthar","4","5","9"
"Adriannunes","4","5","9"
"albychessreset","5","4","9"
"aleeeeee1234","3","6","9"
"Ali_Safak","4","5","9"
"andrewchessbot1","5","4","9"
"Andromedaxxx","5","4","9"
"Blacksheep13","4","5","9"
"chessgamer49","5","4","9"
"crazy_clown","5","4","9"
"Danila_Bogdanov","2","7","9"
"DerImGlanz","5","4","9"
"doctormarcusdavidoff","3","6","9"
"DrJoshuastein","4","5","9"
"DrSpaAten","4","5","9"
"Electrozhiraf","4","5","9"
"End_Game_Flame","5","4","9"
"Evgeny_Kharitonov","4","5","9"
"felcunan","5","4","9"
"fich_224","4","5","9"
"gsiddharth","5","4","9"
"Hadef2801","4","5","9"
"Hipercubo_de_peones","5","4","9"
"HWTNATION","4","5","9"
"iamtttsun","5","4","9"
"irappaBandivaddar","5","4","9"
"IVI2010","4","5","9"
"JSCoderChess","4","5","9"
"K0HEK","4","5","9"
"KiriLLGaranin111","4","5","9"
"Lavidaloco","4","5","9"
"liokhazin63","4","5","9"
"Lodewijkske","4","5","9"
"Maranatha_CVP","5","4","9"
"mathiguapo","6","3","9"
"Mendoza_Chessler","6","3","9"
"moisandu22","5","4","9"
"mr_klassic1506","4","5","9"
"MrMicheal","4","5","9"
"MYTEAMAZMAH","4","5","9"
"Naresh2022","3","6","9"
"NaVAnEEtCheSs","4","5","9"
"Nikhilram2008","5","4","9"
"Npppppppp","5","4","9"
"Nur_ausSpass","6","3","9"
"pawel2020","5","4","9"
"PetrM1","4","5","9"
"PinkyWinky","5","4","9"
"QRN","4","5","9"
"rgnhbf","4","5","9"
"Sanjayaaaaaaa","5","4","9"
"Sasha_2108","7","2","9"
"SHIVAMSABAT","4","5","9"
"SneedsFeedSeed","4","5","9"
"sushil_123","5","4","9"
"Tannah","5","4","9"
"Tanubhav123","4","5","9"
"tohid1212","5","4","9"
"Xerxes6696","3","6","9"
"ymirfrech","4","5","9"
"YuraMakarov","4","5","9"
"Zhandrey","4","5","9"
"A7-M3D","3","5","8"
"Absolute_Madlad234","4","4","8"
"ahaneek","4","4","8"
"ajafov98","3","5","8"
"anarchy_of_chess","4","4","8"
"Arina-A_14","4","4","8"
"B1SH0P_B1SH0P","4","4","8"
"birbeyyigit","5","3","8"
"boltrog","4","4","8"
"BulletLight","2","6","8"
"CAM1023","4","4","8"
"Circularity","3","5","8"
"Comradetobe","4","4","8"
"Danlireza2003","4","4","8"
"Dementev_Vanya","5","3","8"
"Dominiik18","5","3","8"
"Egu0511","4","4","8"
"ejeuhdudebiedvjddbsj","4","4","8"
"Ewyn","4","4","8"
"fawzy_ahmad1","4","4","8"
"FlamingInfernape","3","5","8"
"fmfenomeno","4","4","8"
"G_M_DJ","5","3","8"
"Gerley","3","5","8"
"GLB_78","4","4","8"
"hand_chess","4","4","8"
"hiimaperson","4","4","8"
"HuySoc-C43","3","5","8"
"ismaelbatista3","4","4","8"
"Ivan191114","4","4","8"
"jfjhffgjhfhjf","3","5","8"
"jhkhg","3","5","8"
"JULINHO21","4","4","8"
"K100912","4","4","8"
"kaml71","4","4","8"
"Karpov2808","4","4","8"
"KTXXXJR","3","5","8"
"LeonidKim","4","4","8"
"levatischenko09","5","3","8"
"luckyb34","5","3","8"
"LukaManger","4","4","8"
"mach7","3","5","8"
"MANNY_PACMAN2211","3","5","8"
"mariascorpion","4","4","8"
"MarkBelyy","4","4","8"
"max_YT555","3","5","8"
"mcdhardal","4","4","8"
"melika5b","4","4","8"
"Milinium_Tournament","4","4","8"
"NalinduThathsara","4","4","8"
"Nathpam","3","5","8"
"nightbaron88","4","4","8"
"NikolaiZheltiakov","4","4","8"
"NoobChess_XBG","3","5","8"
"notmagnus2023","4","4","8"
"Ozymandias9999","5","3","8"
"Peterson2020","4","4","8"
"Pokemonmega","5","3","8"
"Ramiro_345p","5","3","8"
"randisi14","4","4","8"
"Ratan0425","4","4","8"
"Rayaansh_1612","4","4","8"
"RithwikRaj","4","4","8"
"sakha_RUS","3","5","8"
"Sam_2088","4","4","8"
"Samwitwicky","4","4","8"
"sanchitsharma21","4","4","8"
"SAOluwatosin","6","2","8"
"SemenovKonstantine","4","4","8"
"Shaxriyor_005","3","5","8"
"silvio1975","4","4","8"
"SmirnovDima2015","4","4","8"
"starfireeeeeee1010","4","4","8"
"StudentOnBoard","5","3","8"
"Svenxxs","4","4","8"
"TempIariusz","4","4","8"
"Terminator619","5","3","8"
"Thiagomarcel","4","4","8"
"tpithan","3","5","8"
"trabanton","4","4","8"
"tudor74","4","4","8"
"ujjwalabhishek","4","4","8"
"us401","4","4","8"
"vava03","4","4","8"
"VladPolyakov5","6","2","8"
"Vovamedvedev","5","3","8"
"XDCHICHI","5","3","8"
"Yahia-Ismail","4","4","8"
"Yaser2121","4","4","8"
"Abhay-10","4","3","7"
"Aduka13","3","4","7"
"Aeneas88","2","5","7"
"arcu698","4","3","7"
"ArenaMasterOnly","3","4","7"
"ArEr21","4","3","7"
"ArjunOmnath","1","6","7"
"AstroCat789","3","4","7"
"Bambar-chi-chi","2","5","7"
"BossLev","3","4","7"
"Cadet22-08","3","4","7"
"Calvin_27","3","4","7"
"cherrematbla","4","3","7"
"ChessWarrior7070","4","3","7"
"chiquito_2386","3","4","7"
"CilginPoyraz","4","3","7"
"Circassian_Ts","3","4","7"
"Crown11111","4","3","7"
"Dimman","3","4","7"
"dj136","3","4","7"
"ElChamieh","3","4","7"
"ElonMuskTeslaFr","4","3","7"
"esn08","4","3","7"
"Farrukh67","4","3","7"
"FATMAN559","4","3","7"
"Fc_Manchester_City","3","4","7"
"FFEI","2","5","7"
"fireatash","3","4","7"
"Fuego8803","4","3","7"
"Gary_KasparovBEL2","3","4","7"
"Huy10012014","3","4","7"
"I_Make_Random_Moves","3","4","7"
"ifeanyi_2k1","4","3","7"
"ishar23","3","4","7"
"JaKeiN396","3","4","7"
"Jasper789","3","4","7"
"Jwansido900","3","4","7"
"Kavineiish","3","4","7"
"Kenneth_Donoga123","4","3","7"
"LaPizzaAuSaumon","4","3","7"
"Leberwurstbrot","4","3","7"
"Lobosolitario_Auuuuh","2","5","7"
"lukasjf","3","4","7"
"m_vj","3","4","7"
"MaitreyaBuddha","3","4","7"
"ManggusKarson2022","3","4","7"
"Masterys","4","3","7"
"MathiasLP2023","3","4","7"
"mendesnoou","3","4","7"
"MM007","4","3","7"
"Murkoletta_12","4","3","7"
"MYsolution","4","3","7"
"National-Master3000","1","6","7"
"NeonVibes","3","4","7"
"Neymariy","3","4","7"
"Nightofworld2011","3","4","7"
"NLObP","4","3","7"
"OliwiaRu","4","3","7"
"opportunity_to_win","4","3","7"
"pamegrilla","4","3","7"
"parthivisu","3","4","7"
"pascalfighter","3","4","7"
"PHAMNAMCUONG","4","3","7"
"Pichonazzo","3","4","7"
"PillsMorphy","4","3","7"
"Pranav246810","3","4","7"
"pyrzplt","4","3","7"
"Quaestiones","3","4","7"
"QueTeRaspe","4","3","7"
"qwerty_qwerty_qwerty","3","4","7"
"RafaelBurn","3","4","7"
"Ragehunter","4","3","7"
"safiirW","3","4","7"
"sakthi09","4","3","7"
"SAMM59","4","3","7"
"Sammustaf22","4","3","7"
"Sandr2017","4","3","7"
"sandritabcn","4","3","7"
"ScoobyCat","2","5","7"
"SearchingHeaven7890","5","2","7"
"siviela","3","4","7"
"sokolski72","4","3","7"
"thechessloser135","5","2","7"
"Tiagokat","4","3","7"
"TsiganovaDasha13","3","4","7"
"TsiganovMaks13","4","3","7"
"TTR_VuTuanDung2010","3","4","7"
"TurkerPasHa","3","4","7"
"tysiek23","2","5","7"
"Vibhor160502010","4","3","7"
"Wojtek772","4","3","7"
"Wustmaster","3","4","7"
"xxerenxx0147","4","3","7"
"yoav789","3","4","7"
"YurijMi","4","3","7"
"Abhi_Abhi","3","3","6"
"adythedaddy","3","3","6"
"AffanMohammed","3","3","6"
"Ahmetbugra4579486","3","3","6"
"AlexeyBelomestnov","3","3","6"
"Alextare88","3","3","6"
"AliBaba1697","5","1","6"
"andinosaurio4","3","3","6"
"ap_24","3","3","6"
"atharva_stark","3","3","6"
"BambooWhale","2","4","6"
"bayilanzi","3","3","6"
"benjaminsimin13","2","4","6"
"BhAwNa10","3","3","6"
"birdychessnerd","3","3","6"
"bj134","3","3","6"
"bokondaro","1","5","6"
"Bubi1995_1932","3","3","6"
"Bullet0nWeed","2","4","6"
"CagnusMarlsen_xX","3","3","6"
"Ced_sasalice81","3","3","6"
"chessClassic_555","3","3","6"
"Chesswortex1903","2","4","6"
"Chikg99","3","3","6"
"D09thebest","3","3","6"
"Darghy","3","3","6"
"DisnaKumuduni","3","3","6"
"Domi_S","3","3","6"
"dturkar","3","3","6"
"elaouamihassan","3","3","6"
"Elisey_bond","2","4","6"
"fabeon1425","3","3","6"
"Fat71","3","3","6"
"genner","3","3","6"
"Gnomox","3","3","6"
"GreenBloodMan","3","3","6"
"GrindAccountOfKiyo","2","4","6"
"gszsezgrwzat","3","3","6"
"H3PO5","3","3","6"
"hardcore_vibez","3","3","6"
"he1dj","3","3","6"
"Htach","3","3","6"
"I_LAF","3","3","6"
"ikerp3","3","3","6"
"irint","3","3","6"
"ItzKHChess","3","3","6"
"Javinchuu","3","3","6"
"Jew345","3","3","6"
"Jiggyfly","2","4","6"
"Jimboboo","2","4","6"
"johnivanov928","3","3","6"
"johnwickpewpew","3","3","6"
"Jonatan_2011","3","3","6"
"Jumeko-Jabami","4","2","6"
"Keshav_Taneja2007","4","2","6"
"KoshmarAlex210913com","3","3","6"
"KozakMAX","3","3","6"
"LarsRicken13","4","2","6"
"Lary_Lodini","4","2","6"
"laxmi-hari","3","3","6"
"Layla20","3","3","6"
"lichinut","3","3","6"
"lisovskis007","4","2","6"
"LoveSaM-ViSHaL","3","3","6"
"lubunoleh13","3","3","6"
"Madhavkriahan","3","3","6"
"MarkFriesen2021","4","2","6"
"MarshmallowWaffles","3","3","6"
"mbahsupri","4","2","6"
"Mehdimara","3","3","6"
"Mehmetali_48","2","4","6"
"micawber94","3","3","6"
"MrNoobChess","3","3","6"
"muchoo7887","3","3","6"
"namoRChess","3","3","6"
"NavaneethKrishnan","2","4","6"
"Nick-36","5","1","6"
"nikolzador","3","3","6"
"Nonickname34","3","3","6"
"Nosporchess","3","3","6"
"olf1s","3","3","6"
"OmriGavra","3","3","6"
"Ono_Jivoe","3","3","6"
"OpiRaini","3","3","6"
"PavelMaltsev93","3","3","6"
"plang2008","4","2","6"
"pohhg","3","3","6"
"PorotnikovAleksandr","3","3","6"
"PorotnikovaTanya","3","3","6"
"Prof_LeNgTu","4","2","6"
"ReturnToMonkey","3","3","6"
"SanshChess","2","4","6"
"SAUSDaniel","4","2","6"
"Sergistockfish","2","4","6"
"slimshady888","2","4","6"
"sonmon7","4","2","6"
"SpartanDav","3","3","6"
"subham1100","3","3","6"
"sztachalom","3","3","6"
"T72441635","3","3","6"
"THANIESHASHREE_20119","3","3","6"
"timakosh","3","3","6"
"tmsaisamarth_2013","3","3","6"
"TrotzdemJaZumLeben","3","3","6"
"Usivax","3","3","6"
"VahikarAyush123","4","2","6"
"Vanjac","3","3","6"
"VATSAL_GHETIA-14","2","4","6"
"VernykTournament","3","3","6"
"Vorobieva-Sofia23","3","3","6"
"WarriorPrince625","1","5","6"
"winfieldthedon","3","3","6"
"Zakaria-blb","3","3","6"
"zugzwang911","3","3","6"
"aarush_2008","2","3","5"
"abduhamid_2008","3","2","5"
"akcesoria","3","2","5"
"Ali-Deha-Guven","2","3","5"
"Ali1238845","2","3","5"
"Alisedaghati12","3","2","5"
"Amapola08","1","4","5"
"Andrey_Bobrov_2015","2","3","5"
"AnUtterlyKarpov","4","1","5"
"asr1910","2","3","5"
"asthana_kartavya07","2","3","5"
"B_HINSON","2","3","5"
"Bagii_Bagii","2","3","5"
"Blue_Pumpkin13","2","3","5"
"brahletmeplay","3","2","5"
"Buluthan","2","3","5"
"BunnyMommyIsHappy","3","2","5"
"Buradura","1","4","5"
"CaerGov","2","3","5"
"ChernenkoDanil","2","3","5"
"chess_energy228","3","2","5"
"ChessPlayingLama","2","3","5"
"chessreskatar","3","2","5"
"ChesterfieldBlue","3","2","5"
"Clapperofnubs","3","2","5"
"Cragghopp3r","1","4","5"
"DeltaShtrih","2","3","5"
"Deverlin47","2","3","5"
"dimdim53","2","3","5"
"drteens","2","3","5"
"EatMaster","2","3","5"
"Eden_Joker","2","3","5"
"Eelzor","2","3","5"
"Fafa_Divizio","2","3","5"
"FIDAMKO","3","2","5"
"FunFenceCreek","3","2","5"
"futuremasterko","2","3","5"
"Goncharenko_Georg","1","4","5"
"GothamaTer","2","3","5"
"guptaabhishek","2","3","5"
"gustavo1907","3","2","5"
"Hamburg187","3","2","5"
"HeSacrifacedTheRook","1","4","5"
"HUMAN_111","3","2","5"
"itsapigeon","2","3","5"
"JacobSABH","2","3","5"
"jctb1234","2","3","5"
"jeansturm1","3","2","5"
"Keerthana_fab","2","3","5"
"Kirkon11","2","3","5"
"Ksenia14072016","3","2","5"
"kuda_tuda","2","3","5"
"KurobaneYuusei","3","2","5"
"lendrysh","3","2","5"
"MarcelVogel118","3","2","5"
"mauroicardi93","3","2","5"
"Melkonyan_Vardan","2","3","5"
"Meridan","2","3","5"
"mikewozere","3","2","5"
"MONSTA_X","2","3","5"
"moonmaker","2","3","5"
"MousTafa_1997","2","3","5"
"Mr_Lord_Atomic","3","2","5"
"NatWill","2","3","5"
"newalyashka","3","2","5"
"P210679","2","3","5"
"PasteldeOvo","2","3","5"
"PastelloColorato","3","2","5"
"Pavel777_shahmatist","3","2","5"
"PIERESPIRITU_S1HYO","2","3","5"
"Prush","2","3","5"
"Raymond200853","2","3","5"
"rick_30","2","3","5"
"rk6010","2","3","5"
"roman123455","3","2","5"
"RookSteady","3","2","5"
"saclikeatal","3","2","5"
"SamDorosinsky","2","3","5"
"Sankiapriha","3","2","5"
"SchachEmanuel","2","3","5"
"ServantOfServants123","3","2","5"
"SevenZen","2","3","5"
"Sihirbazzz_2015","2","3","5"
"Skywalker2005","3","2","5"
"Stevie_Wonder27","2","3","5"
"Superfastboy","3","2","5"
"SuperManPerseo","2","3","5"
"Superpaul33","2","3","5"
"T_Chingiz_2010_27","2","3","5"
"TacticalMonkey","2","3","5"
"ThanhBinh052","2","3","5"
"towardsGod","3","2","5"
"UWStFirmin","3","2","5"
"vadimdim","2","3","5"
"VaibhavAnandOjha","2","3","5"
"vezarus","3","2","5"
"yakshpatel","3","2","5"
"Yerson_Nisu","3","2","5"
"zohei18","2","3","5"
"A123132","2","2","4"
"aaditarya","2","2","4"
"ab7007","3","1","4"
"abomikov","1","3","4"
"abuflan","2","2","4"
"Aidtin556767","2","2","4"
"akilrick","3","1","4"
"akshat2004-19","3","1","4"
"akzhan_a","2","2","4"
"Aleks0804","2","2","4"
"ALP-KAMILGUZMAN","2","2","4"
"Altesa8282","2","2","4"
"Alvaro_Zubieta1983","2","2","4"
"ananthan_2008","2","2","4"
"Andrey_Golubov_2300","2","2","4"
"ant8376","2","2","4"
"apophis2405","2","2","4"
"Arda_Turan-2010","2","2","4"
"Arishka_Ymnichka","2","2","4"
"Arout16","2","2","4"
"artinchess77","2","2","4"
"Aveng2005","1","3","4"
"Ayo_pojo3","2","2","4"
"AzizMisharyH","2","2","4"
"B7PRADYUN","1","3","4"
"Barman92","3","1","4"
"BASHENDI","1","3","4"
"bedDestroyer","2","2","4"
"Beegfood","2","2","4"
"Bela_11","2","2","4"
"BENJA_ARCE","3","1","4"
"Benja2012","1","3","4"
"best_player_chess","1","3","4"
"Betzemaster","2","2","4"
"bhaveshjaswani","2","2","4"
"BILB020","3","1","4"
"BOBKA1966","2","2","4"
"BooomBoss","2","2","4"
"Broadcast1","2","2","4"
"byebob","2","2","4"
"calmncollected","3","1","4"
"Candeias","1","3","4"
"Caniyuva","2","2","4"
"Caranegra_13","2","2","4"
"cheesecakemaster","1","3","4"
"Chennuo","3","1","4"
"chessathome13121","2","2","4"
"ChessNito","2","2","4"
"D_Govindaraju","2","2","4"
"dan-yar","2","2","4"
"DanielMi","2","2","4"
"DaVinci_code23","2","2","4"
"DeepFrn","2","2","4"
"denislemouton","1","3","4"
"DENsity20","1","3","4"
"DIEG104","2","2","4"
"Djamil2010","2","2","4"
"Dmitri1985","2","2","4"
"Dwui","2","2","4"
"EloquentEnPassant","2","2","4"
"emmaasg","2","2","4"
"Esfumado40","2","2","4"
"Faazmohamed","3","1","4"
"FhDhDB","2","2","4"
"FlawIess","2","2","4"
"GaziaAlGak","1","3","4"
"gokhan0987","3","1","4"
"Goldstar4","2","2","4"
"gouthamb002","2","2","4"
"GrigoryShmyrin","2","2","4"
"Guguzik","1","3","4"
"hesssam1387","3","1","4"
"Honzin_B1","2","2","4"
"Huntergr21","1","3","4"
"IlyaShimin","2","2","4"
"iNotSebax","2","2","4"
"ivan9977","3","1","4"
"JAIBhaskargaur","1","3","4"
"jamesisspecial","2","2","4"
"Jan_Zaw","2","2","4"
"Jannispro","2","2","4"
"jogito94","2","2","4"
"JT2013","2","2","4"
"juliusz1201","2","2","4"
"Kalastacha69","2","2","4"
"Kaprioli501","3","1","4"
"Kapyak","3","1","4"
"KAROLINA1104","3","1","4"
"KDIhansa1997","3","1","4"
"kickie1011","2","2","4"
"kolawole33","1","3","4"
"kot_sosiska","2","2","4"
"Krocan505202","2","2","4"
"LASKER_2014","1","3","4"
"Lehtomaki","2","2","4"
"Letmethink2","2","2","4"
"libanchotto","1","3","4"
"Lorena2706","2","2","4"
"LorenzoChess45","1","3","4"
"MAHITHMRT","2","2","4"
"Malruzgar","3","1","4"
"mark_rob","3","1","4"
"MatveyZaikin","3","1","4"
"MEHTYH","1","3","4"
"MHDXVN","2","2","4"
"Miles080309","2","2","4"
"Mimoune_MO","2","2","4"
"Ministr152","2","2","4"
"mixovac","2","2","4"
"Mohaq","2","2","4"
"Morlaco","1","3","4"
"MrBkts","1","3","4"
"muhammedsalih2015","2","2","4"
"Mulpan_GD","2","2","4"
"naitikjain","2","2","4"
"Narek2002Narek","2","2","4"
"NikitaBerserk","2","2","4"
"Pestana_2020","2","2","4"
"PhamhoangquanBT","2","2","4"
"Piastri","3","1","4"
"PICOTS_ORIOL","2","2","4"
"Plano_5G","2","2","4"
"PROEROSOP1_2_3","3","1","4"
"quanlaso1","2","2","4"
"ReaperGhost","2","2","4"
"RenatoPiperno","2","2","4"
"repunk","2","2","4"
"RhythmTheknight13","2","2","4"
"rodrigochurata123","2","2","4"
"Rounakinder","2","2","4"
"RowanKent","2","2","4"
"rusureeric","2","2","4"
"Ryudevils","2","2","4"
"Sabz21","2","2","4"
"SEg_HIsHam","1","3","4"
"shahyn94","2","2","4"
"Shreyas1a","1","3","4"
"SiqueiraHenrique","2","2","4"
"Sivakarthi040620133A","2","2","4"
"SlashCrane","2","2","4"
"SlepFall","3","1","4"
"Soumya_Kumar","2","2","4"
"SpiceGoddess85","3","1","4"
"Supperhero_2012","1","3","4"
"Swapnil-Official","1","3","4"
"Szachy05","2","2","4"
"szachy137","1","3","4"
"taha_91","2","2","4"
"TameemRosaun","3","1","4"
"The_Kahn_of_Vienna","2","2","4"
"thechessgamess","2","2","4"
"thyagoaguirrealva","2","2","4"
"Triwizardhar","1","3","4"
"TSOUDEROS","1","3","4"
"ultimatemachine","2","2","4"
"ultra_chess245","2","2","4"
"umbluu","2","2","4"
"VictorAlejandroC","1","3","4"
"Vidhatha","1","3","4"
"villanova1234","2","2","4"
"Vodni_Meloun","2","2","4"
"VuXuanBacVN2014","2","2","4"
"W1NGX0S3","2","2","4"
"WaytooStrong33","2","2","4"
"woLyyy","1","3","4"
"xxCHIXxx","1","3","4"
"YOLOGAN","2","2","4"
"zdannyz","2","2","4"
"Abdulbaghiyev2003","1","2","3"
"abhivc","2","1","3"
"abo_rj7","2","1","3"
"adarshwick","2","1","3"
